Composite,blm_x,blsd_x,sm_x,ssd_x,com_x,cosd_x,Em_x,Ev_x,Esd_x,bvsdm_x,devvm_x,vi_x,pd_x,via_x,pm_x,pa_x,pv_x,lsd_x,asd_x,vm_x,m_x,d_x,va_x,GII_x,k,TCC
Ba3Nb2CoO9,2.715678953,0.362442361,0.250047153,0.159483182,0.064150704,0.079369656,212.0642259,14.85475458,108.6621134,0.178743113,0.922462667,81.09497698,0.378704761,5.406331799,45.6684,3.04456,0.213266483,0.625671438,14.14213562,214.1377276,800.7216,3.739283166,14.27584851,0.6733,32.5,-
