Composite,blm_x,blsd_x,sm_x,ssd_x,com_x,cosd_x,Em_x,Ev_x,Esd_x,bvsdm_x,devvm_x,vi_x,pd_x,via_x,pm_x,pa_x,pv_x,lsd_x,asd_x,vm_x,m_x,d_x,va_x,GII_x,k,TCC
NaTaO3,2.320354681,0.335335486,0.458589187,0.346308435,0.181065488,0.170117829,352.3358371,30.10632125,120.1395871,0.250787115,1.045622,25.3044812,0.432442437,5.06089624,11.0653,2.21306,0.189101103,1.078800071,0,58.515259,251.9358,4.305471843,11.7030518,0.0809,113.76,-
