Composite,blm_x,blsd_x,sm_x,ssd_x,com_x,cosd_x,Em_x,Ev_x,Esd_x,bvsdm_x,devvm_x,vi_x,pd_x,via_x,pm_x,pa_x,pv_x,lsd_x,asd_x,vm_x,m_x,d_x,va_x,GII_x,k,TCC
Sr3Ti2O7,2.566868828,0.308327438,0.28571408,0.186429512,0.080478457,0.085373472,194.8103639,15.02476938,49.96842591,0.152036706,1.012608333,63.12506731,0.40571061,5.260422276,30.203,2.516916667,0.194117457,7.759170914,0,155.5913644,470.5898,3.024523899,12.96594703,0.1388,57.9,-
