Composite,blm_x,blsd_x,sm_x,ssd_x,com_x,cosd_x,Em_x,Ev_x,Esd_x,bvsdm_x,devvm_x,vi_x,pd_x,via_x,pm_x,pa_x,pv_x,lsd_x,asd_x,vm_x,m_x,d_x,va_x,GII_x,k,TCC
Ba2GdTaO6,2.562304605,0.41635105,0.404141384,0.251167572,0.13832766,0.121018934,284.919326,18.01966476,137.8063984,0.179390884,0.926776667,55.28365218,0.349640333,5.528365218,32.9385,3.29385,0.208318873,1.20923462,0,158.1157751,708.8483,4.483096639,15.81157751,0.2612,36,-
