Composite,blm_x,blsd_x,sm_x,ssd_x,com_x,cosd_x,Em_x,Ev_x,Esd_x,bvsdm_x,devvm_x,vi_x,pd_x,via_x,pm_x,pa_x,pv_x,lsd_x,asd_x,vm_x,m_x,d_x,va_x,GII_x,k,TCC
SrV2ZnO7,2.194415149,0.396159609,0.571642261,0.42434551,0.25983871,0.26447931,255.9351466,18.13025162,120.3138988,0.381456787,0.943691818,51.27079123,0.330180359,4.660981021,26.4658,2.405981818,0.170437927,3.054094001,13.02276669,155.2811661,366.8888,2.362738567,14.11646965,0.2012,10.2,-
