Composite,blm_x,blsd_x,sm_x,ssd_x,com_x,cosd_x,Em_x,Ev_x,Esd_x,bvsdm_x,devvm_x,vi_x,pd_x,via_x,pm_x,pa_x,pv_x,lsd_x,asd_x,vm_x,m_x,d_x,va_x,GII_x,k,TCC
BaZrO3,2.866039677,0.293652758,0.22253287,0.157404185,0.05514075,0.070329487,193.35204,12.93403182,91.36062428,0.14407498,0.924195,27.35279957,0.36594595,5.470559914,15.993,3.1986,0.213966163,0,0,74.74546324,276.5492,3.699879404,14.94909265,0.2114,38.4,-
