Composite,blm_x,blsd_x,sm_x,ssd_x,com_x,cosd_x,Em_x,Ev_x,Esd_x,bvsdm_x,devvm_x,vi_x,pd_x,via_x,pm_x,pa_x,pv_x,lsd_x,asd_x,vm_x,m_x,d_x,va_x,GII_x,k,TCC
Ba4.5Nd9Ti18O54,2.1651675,0.316308,0.577783373,0.216990709,0.220179238,0.121832373,272.4123999,22.19800828,42.36851222,0.237489442,1.049753684,434.2309292,0.413848872,5.078724318,209.86569,2.454569474,0.200014954,6.127710529,0,1049.25,3641.7051,3.470769693,12.27192982,0.5008,84,-175.9999999
