Composite,blm_x,blsd_x,sm_x,ssd_x,com_x,cosd_x,Em_x,Ev_x,Esd_x,bvsdm_x,devvm_x,vi_x,pd_x,via_x,pm_x,pa_x,pv_x,lsd_x,asd_x,vm_x,m_x,d_x,va_x,GII_x,k,TCC
Pb2WO5,3.103802624,0.700761951,0.243092262,0.3105327,0.086031621,0.170173599,195.2308282,10.37360695,91.096719,0.373690689,0.836522917,39.36624967,0.261466135,4.920781209,27.4353,3.4294125,0.18222213,3.672147355,10.259778,150.5596494,678.237,4.50477271,18.81995618,0.4481,16.4,-
